JobTitle,Industry,Salary,Risk,Location,Year,SourceDataset
Software Development Engineer II,,2000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) II,,1200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) II,,1100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,468000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,1100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer-II,,2400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Microsoft Software Development Engineer,,1300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,900000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Amazon Software Development Engineer,,300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE1),,1000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,156000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,1300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,1000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,1500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,900000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,1188000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) II,,1300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Lead Software Development Engineer,,1800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer-1,,1300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer III,,1200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer-II,,1900000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE1),,1400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I - Intern,,480000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,900000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,1000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer In Test (SDET),,900000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer II,,800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer II,,1100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,120000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,444000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,204000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,1300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer In Test (SDET) II,,1600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Principal Software Development Engineer,,3700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Amazon Software Development Engineer - Intern,,588000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE1),,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer Lead,,4000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer At Microsoft,,2500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,288000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,1800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer II,,500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer II,,1100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer II,,300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer II,,1500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer II,,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer II,,300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer II,,900000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,144000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,360000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,480000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,900000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1900000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,312000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,348000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,456000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,900000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,972000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,420000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,504000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,348000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,396000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,900000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,1700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer,,2700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer In Test (SDET),,840000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer In Test (SDET),,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer In Test,,624000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) II,,1000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) II,,1200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) II,,1000000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) II,,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) II,,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Lead Software Development Engineer,,2100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Lead Software Development Engineer,,1400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer In Test,,1800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer In Test,,1500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer In Test (SDET),,2200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Microsoft Software Development Engineer - Intern,,468000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer In Test I,,1400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer-1 - Intern,,576000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer Lead,,100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Lead Software Development Engineer In Test,,1500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Sr Software Development Engineer in Test,,1700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer In Test (SDET) III,,1600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer In Testing,,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Embedded Software Development Engineer,,800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Senior Software Development Engineer TEST,,1200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Principal Software Development Engineer In Test,,1700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Amazon Software Development Engineer II,,2800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,2100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I - Intern,,500000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,1100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,900000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,1800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I - Intern,,1400000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,100000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,1600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,1200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,1800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,1200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,1200000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,800000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,1300000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,600000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer I,,700000.0,,Hyderabad,,Salary_Dataset_with_Extra_Features.csv
